test_type,strategy,combination_id,cobra_pass,cobra_message,composite_score,ema_period,sma_period,rsi_period,rsi_oversold,rsi_overbought,total_trades,win_rate,profit_factor,total_return,total_profit,gross_profit,gross_loss,avg_trade,avg_winning_trade,avg_losing_trade,max_drawdown,intra_trade_max_dd,sharpe_ratio,sortino_ratio,omega_ratio,final_value,winning_trades,losing_trades,profit_factor_zone,sharpe_ratio_zone,sortino_ratio_zone,win_rate_zone,intra_trade_max_dd_zone,omega_ratio_zone,total_trades_zone
Parameter,ema_sma_rsi,12,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,10,30,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,13,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,10,35,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,14,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,10,35,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,15,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,10,35,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,16,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,10,35,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,17,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,20,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,18,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,20,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,19,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,20,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,20,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,20,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,21,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,25,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,22,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,25,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,23,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,25,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,24,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,25,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,25,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,30,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,26,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,30,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,27,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,30,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,28,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,30,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,29,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,35,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,30,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,35,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,31,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,35,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,32,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,12,35,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,33,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,20,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,34,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,20,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,35,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,20,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,36,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,20,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,37,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,25,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,38,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,25,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,39,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,25,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,40,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,25,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,41,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,30,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,42,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,30,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,43,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,30,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,44,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,30,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,45,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,35,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,46,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,35,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,47,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,35,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,48,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,14,35,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,49,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,20,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,50,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,20,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,51,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,20,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,52,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,20,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,53,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,25,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,54,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,25,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,55,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,25,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,56,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,25,80,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,57,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,30,65,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,58,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,30,70,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
Parameter,ema_sma_rsi,59,False,"GREEN: 4/7, RED: 2/7 - RED METRICS: profit_factor, intra_trade_max_dd",2.1500000000000004,15,40,16,30,75,65,38.46153846153847,1.6657420404398786,874.5952809170817,874595.2809170816,2188310.245258535,1313714.9643414533,13455.312014108948,87532.40981034139,-32842.87410853633,83.29082246666201,83.29082246666201,2.842809270355083,20.412951318822874,2.4765518436547573,974595.2809170816,25,40,red,green,green,yellow,red,green,green
