strategy,composite_score,atr_period,atr_multiplier,rsi_period,rsi_oversold,rsi_overbought,total_trades,win_rate,profit_factor,total_return,total_profit,gross_profit,gross_loss,avg_trade,avg_winning_trade,avg_losing_trade,max_drawdown,intra_trade_max_dd,sharpe_ratio,sortino_ratio,omega_ratio,final_value,winning_trades,losing_trades,profit_factor_zone,sharpe_ratio_zone,sortino_ratio_zone,win_rate_zone,intra_trade_max_dd_zone,omega_ratio_zone,total_trades_zone
supertrend_rsi,1.1,12,2.5,12,35,65,4,25.0,0.3459634943537368,-21.791400288188104,-21791.400288188102,11526.923842138072,33318.324130326175,-5447.850072047026,11526.923842138072,-11106.108043442058,30.245860411001065,30.245860411001065,-7.04195812012033,-16.89551924030828,0.35270736333611324,78208.5997118119,1,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,12,35,70,4,25.0,0.6387424018547541,-13.339007434044092,-13339.007434044091,23584.804002805075,36923.811436849166,-3334.751858511023,23584.804002805075,-12307.937145616388,30.24586041100107,30.24586041100107,-2.067495176954759,-7.3478959848448495,0.7184911041612103,86660.99256595591,1,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,12,35,75,4,25.0,0.7174841337994767,-10.744258664147404,-10744.258664147404,27286.379432905087,38030.63809705249,-2686.064666036851,27286.379432905087,-12676.879365684164,35.37052913689647,35.37052913689647,-1.1284031723479486,-4.416929082921359,0.8307808341740314,89255.7413358526,1,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,14,35,65,4,25.0,0.6387424018547541,-13.339007434044092,-13339.007434044091,23584.804002805075,36923.811436849166,-3334.751858511023,23584.804002805075,-12307.937145616388,30.24586041100107,30.24586041100107,-2.067495176954759,-7.3478959848448495,0.7184911041612103,86660.99256595591,1,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,14,35,70,4,25.0,0.6387424018547541,-13.339007434044092,-13339.007434044091,23584.804002805075,36923.811436849166,-3334.751858511023,23584.804002805075,-12307.937145616388,30.24586041100107,30.24586041100107,-2.067495176954759,-7.3478959848448495,0.7184911041612103,86660.99256595591,1,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,14,35,75,4,25.0,0.7174841337994767,-10.744258664147404,-10744.258664147404,27286.379432905087,38030.63809705249,-2686.064666036851,27286.379432905087,-12676.879365684164,35.37052913689647,35.37052913689647,-1.1284031723479486,-4.416929082921359,0.8307808341740314,89255.7413358526,1,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,16,35,65,3,0.0,0.0,-29.901502241531198,-29901.502241531198,0.0,29901.502241531198,-9967.167413843732,0.0,-9967.167413843732,30.176036447448478,30.176036447448478,-34.8024335688145,-34.8024335688145,0.0,70098.4977584688,0,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,16,35,70,3,0.0,0.0,-29.901502241531198,-29901.502241531198,0.0,29901.502241531198,-9967.167413843732,0.0,-9967.167413843732,30.176036447448478,30.176036447448478,-34.8024335688145,-34.8024335688145,0.0,70098.4977584688,0,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,2.5,16,35,75,3,0.0,0.0,-29.901502241531198,-29901.502241531198,0.0,29901.502241531198,-9967.167413843732,0.0,-9967.167413843732,30.176036447448478,30.176036447448478,-34.8024335688145,-34.8024335688145,0.0,70098.4977584688,0,3,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,12,30,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,12,30,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,12,30,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,12,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,12,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,12,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,14,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,14,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,14,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,16,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,16,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,12,3.0,16,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
